<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,01/07/20,02:09:00,1.1234300,1.1235100,1.1233500,1.1234900,157
EURUSD,1,01/07/20,02:10:00,1.1234900,1.1235000,1.1233500,1.1234900,99
EURUSD,1,01/07/20,02:11:00,1.1234100,1.1236000,1.1232900,1.1234500,336
EURUSD,1,01/07/20,02:12:00,1.1234100,1.1236000,1.1232900,1.1233000,315
EURUSD,1,01/07/20,02:13:00,1.1234400,1.1235000,1.1232000,1.1234100,198
EURUSD,1,01/07/20,02:14:00,1.1234200,1.1234600,1.1232900,1.1234300,272
EURUSD,1,01/07/20,02:15:00,1.1234300,1.1234600,1.1232000,1.1233200,312
EURUSD,1,01/07/20,02:16:00,1.1234200,1.1234400,1.1231900,1.1233100,685
EURUSD,1,01/07/20,02:17:00,1.1232400,1.1234600,1.1231900,1.1234300,546
EURUSD,1,01/07/20,02:18:00,1.1234300,1.1234600,1.1232000,1.1234100,491
EURUSD,1,01/07/20,02:19:00,1.1234100,1.1234500,1.1231900,1.1233900,519
EURUSD,1,01/07/20,02:20:00,1.1234000,1.1234500,1.1232000,1.1233500,479
EURUSD,1,01/07/20,02:21:00,1.1234100,1.1234600,1.1231900,1.1233900,637
EURUSD,1,01/07/20,02:22:00,1.1233100,1.1234600,1.1231000,1.1233000,524
EURUSD,1,01/07/20,02:23:00,1.1234200,1.1234500,1.1231900,1.1233300,716
EURUSD,1,01/07/20,02:24:00,1.1234100,1.1234600,1.1232000,1.1233900,498
EURUSD,1,01/07/20,02:25:00,1.1234400,1.1234600,1.1232000,1.1234000,639
EURUSD,1,01/07/20,02:26:00,1.1233900,1.1235000,1.1231900,1.1233500,436
EURUSD,1,01/07/20,02:27:00,1.1233800,1.1234000,1.1231900,1.1233100,369
EURUSD,1,01/07/20,02:28:00,1.1233300,1.1233900,1.1231000,1.1232400,481
EURUSD,1,01/07/20,02:29:00,1.1233600,1.1234000,1.1231000,1.1232100,692
EURUSD,1,01/07/20,02:30:00,1.1233100,1.1233500,1.1231000,1.1233000,435
EURUSD,1,01/07/20,02:31:00,1.1233000,1.1234000,1.1231000,1.1232900,848
EURUSD,1,01/07/20,02:32:00,1.1233700,1.1234100,1.1231900,1.1232400,945
EURUSD,1,01/07/20,02:33:00,1.1233000,1.1234100,1.1232000,1.1233000,756
EURUSD,1,01/07/20,02:34:00,1.1233800,1.1234500,1.1232400,1.1233500,819
EURUSD,1,01/07/20,02:35:00,1.1233000,1.1234100,1.1232400,1.1234000,489
EURUSD,1,01/07/20,02:36:00,1.1234000,1.1234300,1.1232400,1.1233000,593
EURUSD,1,01/07/20,02:37:00,1.1233000,1.1234100,1.1231900,1.1232500,667
EURUSD,1,01/07/20,02:38:00,1.1233000,1.1234100,1.1231900,1.1233500,724
EURUSD,1,01/07/20,02:39:00,1.1233400,1.1234100,1.1231900,1.1233000,690
EURUSD,1,01/07/20,02:40:00,1.1233500,1.1234000,1.1232000,1.1233400,521
EURUSD,1,01/07/20,02:41:00,1.1233600,1.1234200,1.1231900,1.1233000,696
EURUSD,1,01/07/20,02:42:00,1.1233800,1.1234000,1.1231000,1.1233400,670
EURUSD,1,01/07/20,02:43:00,1.1233200,1.1233500,1.1231000,1.1233400,505
EURUSD,1,01/07/20,02:44:00,1.1232000,1.1233600,1.1231900,1.1232400,463
EURUSD,1,01/07/20,02:45:00,1.1232500,1.1234000,1.1231000,1.1233600,506
EURUSD,1,01/07/20,02:46:00,1.1233500,1.1234200,1.1232400,1.1233000,581
EURUSD,1,01/07/20,02:47:00,1.1234000,1.1234100,1.1232400,1.1233900,569
EURUSD,1,01/07/20,02:48:00,1.1233900,1.1234200,1.1232500,1.1233800,531
EURUSD,1,01/07/20,02:49:00,1.1233000,1.1234600,1.1232000,1.1234100,492
EURUSD,1,01/07/20,02:50:00,1.1234300,1.1234500,1.1231900,1.1233500,380
EURUSD,1,01/07/20,02:51:00,1.1233600,1.1234000,1.1232000,1.1232700,604
EURUSD,1,01/07/20,02:52:00,1.1233000,1.1234000,1.1232000,1.1233400,254
EURUSD,1,01/07/20,02:53:00,1.1234100,1.1234500,1.1232500,1.1234300,345
EURUSD,1,01/07/20,02:54:00,1.1234300,1.1234400,1.1232000,1.1233400,275
EURUSD,1,01/07/20,02:55:00,1.1233500,1.1234100,1.1232400,1.1233600,180
EURUSD,1,01/07/20,02:56:00,1.1233700,1.1234000,1.1231900,1.1233600,795
EURUSD,1,01/07/20,02:57:00,1.1232800,1.1233800,1.1231900,1.1232900,303
EURUSD,1,01/07/20,02:58:00,1.1233300,1.1233600,1.1231900,1.1233000,304
EURUSD,1,01/07/20,02:59:00,1.1233600,1.1234000,1.1231900,1.1232000,537
EURUSD,1,01/07/20,03:00:00,1.1232600,1.1234100,1.1231900,1.1233000,511
EURUSD,1,01/07/20,03:01:00,1.1233200,1.1233800,1.1230900,1.1231500,1062
EURUSD,1,01/07/20,03:02:00,1.1232200,1.1232600,1.1229000,1.1230000,1469
EURUSD,1,01/07/20,03:03:00,1.1230000,1.1231100,1.1228000,1.1229900,1163
EURUSD,1,01/07/20,03:04:00,1.1229900,1.1230600,1.1226500,1.1229300,1074
EURUSD,1,01/07/20,03:05:00,1.1228400,1.1229500,1.1227000,1.1228900,1393
EURUSD,1,01/07/20,03:06:00,1.1227500,1.1229600,1.1227000,1.1228200,891
EURUSD,1,01/07/20,03:07:00,1.1229200,1.1230800,1.1227500,1.1230600,870
EURUSD,1,01/07/20,03:08:00,1.1230000,1.1231000,1.1228000,1.1229900,777
EURUSD,1,01/07/20,03:09:00,1.1229400,1.1230000,1.1227000,1.1228000,457
EURUSD,1,01/07/20,03:10:00,1.1229400,1.1229900,1.1226500,1.1228800,1049
EURUSD,1,01/07/20,03:11:00,1.1228700,1.1232200,1.1227000,1.1231400,1363
EURUSD,1,01/07/20,03:12:00,1.1230500,1.1232200,1.1230000,1.1231300,713
EURUSD,1,01/07/20,03:13:00,1.1230600,1.1232200,1.1229000,1.1231400,901
EURUSD,1,01/07/20,03:14:00,1.1230600,1.1231600,1.1229000,1.1230600,885
EURUSD,1,01/07/20,03:15:00,1.1230600,1.1231100,1.1229000,1.1229600,498
EURUSD,1,01/07/20,03:16:00,1.1229600,1.1231500,1.1228500,1.1230500,652
EURUSD,1,01/07/20,03:17:00,1.1230100,1.1231100,1.1229000,1.1230600,213
EURUSD,1,01/07/20,03:18:00,1.1230000,1.1231100,1.1229000,1.1230100,165
EURUSD,1,01/07/20,03:19:00,1.1230100,1.1232000,1.1229000,1.1230200,135
EURUSD,1,01/07/20,03:20:00,1.1230100,1.1231100,1.1229000,1.1230000,306
EURUSD,1,01/07/20,03:21:00,1.1230800,1.1230900,1.1228500,1.1230000,402
EURUSD,1,01/07/20,03:22:00,1.1229500,1.1230900,1.1228000,1.1229500,459
EURUSD,1,01/07/20,03:23:00,1.1230300,1.1230600,1.1227000,1.1229100,594
EURUSD,1,01/07/20,03:24:00,1.1228100,1.1229200,1.1227000,1.1228800,178
EURUSD,1,01/07/20,03:25:00,1.1228100,1.1229200,1.1227000,1.1228800,268
EURUSD,1,01/07/20,03:26:00,1.1227500,1.1230000,1.1225500,1.1226500,519
EURUSD,1,01/07/20,03:27:00,1.1227000,1.1228500,1.1225500,1.1228100,595
EURUSD,1,01/07/20,03:28:00,1.1227300,1.1229000,1.1226000,1.1228100,422
EURUSD,1,01/07/20,03:29:00,1.1227300,1.1228800,1.1225000,1.1228500,446
EURUSD,1,01/07/20,03:30:00,1.1228600,1.1229200,1.1227000,1.1229000,478
EURUSD,1,01/07/20,03:31:00,1.1229200,1.1229200,1.1226500,1.1227400,509
EURUSD,1,01/07/20,03:32:00,1.1228400,1.1229100,1.1226000,1.1228700,397
EURUSD,1,01/07/20,03:33:00,1.1228700,1.1230000,1.1227000,1.1229800,864
EURUSD,1,01/07/20,03:34:00,1.1229600,1.1230900,1.1227000,1.1229600,801
EURUSD,1,01/07/20,03:35:00,1.1230300,1.1231500,1.1228000,1.1230700,903
EURUSD,1,01/07/20,03:36:00,1.1230500,1.1231000,1.1228000,1.1230100,427
EURUSD,1,01/07/20,03:37:00,1.1228500,1.1231600,1.1228000,1.1231200,690
EURUSD,1,01/07/20,03:38:00,1.1230900,1.1232000,1.1229000,1.1230600,573
EURUSD,1,01/07/20,03:39:00,1.1230600,1.1232500,1.1229000,1.1232300,901
EURUSD,1,01/07/20,03:40:00,1.1232300,1.1233000,1.1230000,1.1232100,530
EURUSD,1,01/07/20,03:41:00,1.1232500,1.1232900,1.1230000,1.1231600,656
EURUSD,1,01/07/20,03:42:00,1.1231600,1.1232600,1.1230500,1.1232100,605
EURUSD,1,01/07/20,03:43:00,1.1232200,1.1233600,1.1231000,1.1231400,673
EURUSD,1,01/07/20,03:44:00,1.1232500,1.1233000,1.1231000,1.1232000,273
EURUSD,1,01/07/20,03:45:00,1.1232300,1.1232600,1.1230000,1.1232000,385
EURUSD,1,01/07/20,03:46:00,1.1231600,1.1233000,1.1230000,1.1232100,516
EURUSD,1,01/07/20,03:47:00,1.1231900,1.1232600,1.1229500,1.1230500,586
EURUSD,1,01/07/20,03:48:00,1.1231000,1.1233000,1.1229000,1.1231900,710
EURUSD,1,01/07/20,03:49:00,1.1231100,1.1232200,1.1230500,1.1231700,474
EURUSD,1,01/07/20,03:50:00,1.1231600,1.1232100,1.1229000,1.1231700,653
EURUSD,1,01/07/20,03:51:00,1.1231700,1.1232000,1.1229500,1.1230900,650
EURUSD,1,01/07/20,03:52:00,1.1231800,1.1232100,1.1229500,1.1230700,641
EURUSD,1,01/07/20,03:53:00,1.1230700,1.1232000,1.1229500,1.1230000,686
EURUSD,1,01/07/20,03:54:00,1.1231800,1.1232200,1.1230000,1.1231800,429
EURUSD,1,01/07/20,03:55:00,1.1231900,1.1232300,1.1228000,1.1230000,1297
EURUSD,1,01/07/20,03:56:00,1.1230200,1.1232000,1.1227500,1.1231000,1316
EURUSD,1,01/07/20,03:57:00,1.1230500,1.1231700,1.1228000,1.1230000,975
EURUSD,1,01/07/20,03:58:00,1.1230300,1.1231600,1.1228000,1.1230500,1001
EURUSD,1,01/07/20,03:59:00,1.1231000,1.1232000,1.1229000,1.1231700,525
EURUSD,1,01/07/20,04:00:00,1.1230800,1.1231900,1.1229000,1.1230700,684
EURUSD,1,01/07/20,04:01:00,1.1230700,1.1231200,1.1229000,1.1229000,658
EURUSD,1,01/07/20,04:02:00,1.1229700,1.1231000,1.1227000,1.1229300,1622
EURUSD,1,01/07/20,04:03:00,1.1229200,1.1230100,1.1227000,1.1229200,955
EURUSD,1,01/07/20,04:04:00,1.1229600,1.1231000,1.1228000,1.1229700,896
EURUSD,1,01/07/20,04:05:00,1.1230000,1.1232000,1.1229000,1.1231800,855
EURUSD,1,01/07/20,04:06:00,1.1232000,1.1233600,1.1230000,1.1231900,2275
EURUSD,1,01/07/20,04:07:00,1.1232700,1.1232900,1.1230000,1.1232000,1141
EURUSD,1,01/07/20,04:08:00,1.1232000,1.1234300,1.1231000,1.1234000,1281
EURUSD,1,01/07/20,04:09:00,1.1234300,1.1236600,1.1231000,1.1235300,1738
EURUSD,1,01/07/20,04:10:00,1.1236100,1.1236900,1.1234000,1.1235700,1154
EURUSD,1,01/07/20,04:11:00,1.1234500,1.1236500,1.1234000,1.1235000,926
EURUSD,1,01/07/20,04:12:00,1.1235600,1.1236500,1.1234000,1.1235200,1140
EURUSD,1,01/07/20,04:13:00,1.1235500,1.1236400,1.1234000,1.1236100,672
EURUSD,1,01/07/20,04:14:00,1.1236100,1.1236600,1.1234000,1.1234500,577
EURUSD,1,01/07/20,04:15:00,1.1235600,1.1236200,1.1234000,1.1235700,403
EURUSD,1,01/07/20,04:16:00,1.1234900,1.1239200,1.1234000,1.1239200,1558
EURUSD,1,01/07/20,04:17:00,1.1238600,1.1239500,1.1236000,1.1238900,1556
EURUSD,1,01/07/20,04:18:00,1.1238700,1.1238900,1.1236000,1.1238100,1247
EURUSD,1,01/07/20,04:19:00,1.1237100,1.1239000,1.1234000,1.1235500,1434
EURUSD,1,01/07/20,04:20:00,1.1236500,1.1237800,1.1235000,1.1236500,1176
EURUSD,1,01/07/20,04:21:00,1.1237400,1.1237600,1.1235000,1.1236400,783
EURUSD,1,01/07/20,04:22:00,1.1236700,1.1237100,1.1234000,1.1235000,965
EURUSD,1,01/07/20,04:23:00,1.1235900,1.1237200,1.1234000,1.1236000,1074
EURUSD,1,01/07/20,04:24:00,1.1236800,1.1237200,1.1235000,1.1236100,570
EURUSD,1,01/07/20,04:25:00,1.1236100,1.1237400,1.1235000,1.1235500,782
EURUSD,1,01/07/20,04:26:00,1.1236400,1.1237200,1.1235000,1.1236400,976
EURUSD,1,01/07/20,04:27:00,1.1236100,1.1237600,1.1235000,1.1237400,725
EURUSD,1,01/07/20,04:28:00,1.1237300,1.1237800,1.1235000,1.1237500,853
EURUSD,1,01/07/20,04:29:00,1.1237400,1.1238800,1.1236000,1.1238800,914
EURUSD,1,01/07/20,04:30:00,1.1238200,1.1239000,1.1236000,1.1238400,922
EURUSD,1,01/07/20,04:31:00,1.1238500,1.1238900,1.1235000,1.1238000,1896
EURUSD,1,01/07/20,04:32:00,1.1237000,1.1239100,1.1236000,1.1238200,1274
EURUSD,1,01/07/20,04:33:00,1.1238300,1.1239200,1.1236000,1.1238100,1238
EURUSD,1,01/07/20,04:34:00,1.1237500,1.1239000,1.1236000,1.1237900,856
EURUSD,1,01/07/20,04:35:00,1.1237500,1.1239000,1.1237000,1.1238200,818
EURUSD,1,01/07/20,04:36:00,1.1238200,1.1239600,1.1236000,1.1238000,1205
EURUSD,1,01/07/20,04:37:00,1.1239200,1.1239600,1.1237000,1.1239000,1480
EURUSD,1,01/07/20,04:38:00,1.1239000,1.1239200,1.1236500,1.1238400,765
EURUSD,1,01/07/20,04:39:00,1.1237600,1.1238700,1.1235000,1.1236600,1028
EURUSD,1,01/07/20,04:40:00,1.1235900,1.1237100,1.1235000,1.1236300,877
EURUSD,1,01/07/20,04:41:00,1.1235600,1.1237600,1.1235000,1.1237400,840
EURUSD,1,01/07/20,04:42:00,1.1236000,1.1238500,1.1235500,1.1237400,868
EURUSD,1,01/07/20,04:43:00,1.1237500,1.1238500,1.1235000,1.1236600,778
EURUSD,1,01/07/20,04:44:00,1.1236800,1.1238000,1.1235500,1.1237100,531
EURUSD,1,01/07/20,04:45:00,1.1236600,1.1238500,1.1236000,1.1236500,674
EURUSD,1,01/07/20,04:46:00,1.1238100,1.1238600,1.1235000,1.1237100,1209
EURUSD,1,01/07/20,04:47:00,1.1236300,1.1237600,1.1235000,1.1236600,486
EURUSD,1,01/07/20,04:48:00,1.1237000,1.1238400,1.1235000,1.1237600,913
EURUSD,1,01/07/20,04:49:00,1.1237100,1.1238500,1.1236000,1.1237300,796
EURUSD,1,01/07/20,04:50:00,1.1237700,1.1237700,1.1235000,1.1236500,1126
EURUSD,1,01/07/20,04:51:00,1.1236500,1.1237600,1.1235000,1.1236600,714
EURUSD,1,01/07/20,04:52:00,1.1236000,1.1238000,1.1235000,1.1237100,816
EURUSD,1,01/07/20,04:53:00,1.1237000,1.1237700,1.1235000,1.1236200,570
EURUSD,1,01/07/20,04:54:00,1.1236200,1.1238000,1.1235000,1.1236000,674
EURUSD,1,01/07/20,04:55:00,1.1236000,1.1237000,1.1234000,1.1235000,850
EURUSD,1,01/07/20,04:56:00,1.1235900,1.1237600,1.1234000,1.1235600,1293
EURUSD,1,01/07/20,04:57:00,1.1236500,1.1237500,1.1234000,1.1236000,927
EURUSD,1,01/07/20,04:58:00,1.1236700,1.1238200,1.1235500,1.1236900,950
EURUSD,1,01/07/20,04:59:00,1.1236600,1.1238400,1.1235000,1.1238100,909
EURUSD,1,01/07/20,05:00:00,1.1237500,1.1239000,1.1236000,1.1237500,1025
EURUSD,1,01/07/20,05:01:00,1.1238500,1.1238900,1.1236500,1.1238200,1122
EURUSD,1,01/07/20,05:02:00,1.1237500,1.1240700,1.1236000,1.1240400,2267
EURUSD,1,01/07/20,05:03:00,1.1239000,1.1240700,1.1238000,1.1239500,1195
EURUSD,1,01/07/20,05:04:00,1.1239500,1.1240500,1.1237000,1.1238600,966
EURUSD,1,01/07/20,05:05:00,1.1238600,1.1239200,1.1236000,1.1238200,1290
EURUSD,1,01/07/20,05:06:00,1.1238300,1.1239700,1.1236000,1.1238500,1447
EURUSD,1,01/07/20,05:07:00,1.1238200,1.1239400,1.1236000,1.1239200,981
EURUSD,1,01/07/20,05:08:00,1.1239200,1.1240600,1.1238000,1.1239700,1117
EURUSD,1,01/07/20,05:09:00,1.1239300,1.1239900,1.1237000,1.1238500,1065
EURUSD,1,01/07/20,05:10:00,1.1238300,1.1238700,1.1236000,1.1237000,1356
EURUSD,1,01/07/20,05:11:00,1.1237800,1.1238700,1.1236000,1.1238100,1006
EURUSD,1,01/07/20,05:12:00,1.1238100,1.1238800,1.1236500,1.1238200,500
EURUSD,1,01/07/20,05:13:00,1.1238400,1.1238600,1.1236000,1.1237000,702
EURUSD,1,01/07/20,05:14:00,1.1237500,1.1238500,1.1235000,1.1236600,932
EURUSD,1,01/07/20,05:15:00,1.1236200,1.1238000,1.1235000,1.1237200,932
EURUSD,1,01/07/20,05:16:00,1.1236900,1.1238000,1.1235000,1.1237300,1205
EURUSD,1,01/07/20,05:17:00,1.1237300,1.1237900,1.1235000,1.1236300,652
EURUSD,1,01/07/20,05:18:00,1.1237400,1.1237600,1.1235000,1.1236100,783
EURUSD,1,01/07/20,05:19:00,1.1236100,1.1237500,1.1235000,1.1236000,1140
EURUSD,1,01/07/20,05:20:00,1.1237000,1.1239200,1.1235500,1.1239000,990
EURUSD,1,01/07/20,05:21:00,1.1239200,1.1239300,1.1236000,1.1237900,945
EURUSD,1,01/07/20,05:22:00,1.1237000,1.1238600,1.1236000,1.1237000,670
EURUSD,1,01/07/20,05:23:00,1.1238400,1.1238700,1.1236000,1.1237900,861
EURUSD,1,01/07/20,05:24:00,1.1237900,1.1239000,1.1236000,1.1238200,718
EURUSD,1,01/07/20,05:25:00,1.1237700,1.1239000,1.1237000,1.1238500,491
EURUSD,1,01/07/20,05:26:00,1.1238500,1.1239700,1.1237000,1.1238300,537
EURUSD,1,01/07/20,05:27:00,1.1239700,1.1239800,1.1237000,1.1239200,407
EURUSD,1,01/07/20,05:28:00,1.1239200,1.1240100,1.1237000,1.1239200,631
EURUSD,1,01/07/20,05:29:00,1.1239000,1.1239700,1.1237000,1.1239000,513
EURUSD,1,01/07/20,05:30:00,1.1238500,1.1241000,1.1237000,1.1239600,531
EURUSD,1,01/07/20,05:31:00,1.1239900,1.1240100,1.1238000,1.1239100,1050
EURUSD,1,01/07/20,05:32:00,1.1239900,1.1240100,1.1236000,1.1237900,1162
EURUSD,1,01/07/20,05:33:00,1.1237500,1.1238800,1.1236000,1.1237900,1255
EURUSD,1,01/07/20,05:34:00,1.1237700,1.1238500,1.1236000,1.1238000,902
EURUSD,1,01/07/20,05:35:00,1.1238000,1.1238600,1.1236000,1.1237200,628
EURUSD,1,01/07/20,05:36:00,1.1238100,1.1238700,1.1236000,1.1238700,668
EURUSD,1,01/07/20,05:37:00,1.1238300,1.1239000,1.1237000,1.1238800,495
EURUSD,1,01/07/20,05:38:00,1.1238600,1.1239200,1.1236500,1.1237600,734
EURUSD,1,01/07/20,05:39:00,1.1238100,1.1239800,1.1237000,1.1239300,878
EURUSD,1,01/07/20,05:40:00,1.1238000,1.1240000,1.1237000,1.1239000,490
EURUSD,1,01/07/20,05:41:00,1.1239600,1.1239800,1.1237500,1.1238500,591
EURUSD,1,01/07/20,05:42:00,1.1239300,1.1240000,1.1237500,1.1239900,540
EURUSD,1,01/07/20,05:43:00,1.1239000,1.1240000,1.1237500,1.1239400,467
EURUSD,1,01/07/20,05:44:00,1.1239400,1.1239600,1.1237000,1.1238900,451
EURUSD,1,01/07/20,05:45:00,1.1238900,1.1239400,1.1237000,1.1238200,395
EURUSD,1,01/07/20,05:46:00,1.1239000,1.1239600,1.1236500,1.1239300,774
EURUSD,1,01/07/20,05:47:00,1.1238500,1.1240000,1.1237000,1.1238600,757
EURUSD,1,01/07/20,05:48:00,1.1237500,1.1239600,1.1237000,1.1239200,543
EURUSD,1,01/07/20,05:49:00,1.1239200,1.1240000,1.1237000,1.1238200,754
EURUSD,1,01/07/20,05:50:00,1.1238000,1.1240000,1.1237500,1.1239700,809
EURUSD,1,01/07/20,05:51:00,1.1238900,1.1240100,1.1237000,1.1238000,770
EURUSD,1,01/07/20,05:52:00,1.1239400,1.1239900,1.1237000,1.1238700,687
EURUSD,1,01/07/20,05:53:00,1.1238800,1.1239200,1.1236000,1.1237000,960
EURUSD,1,01/07/20,05:54:00,1.1237100,1.1238500,1.1236000,1.1238200,600
EURUSD,1,01/07/20,05:55:00,1.1238000,1.1238700,1.1236000,1.1238200,920
EURUSD,1,01/07/20,05:56:00,1.1238300,1.1238600,1.1236000,1.1236500,938
EURUSD,1,01/07/20,05:57:00,1.1237900,1.1238600,1.1236000,1.1236500,567
EURUSD,1,01/07/20,05:58:00,1.1236500,1.1238600,1.1236000,1.1237000,651
EURUSD,1,01/07/20,05:59:00,1.1238300,1.1238800,1.1236000,1.1238400,426
EURUSD,1,01/07/20,06:00:00,1.1238600,1.1239100,1.1236000,1.1237500,1147
EURUSD,1,01/07/20,06:01:00,1.1237800,1.1238600,1.1236000,1.1237500,1172
EURUSD,1,01/07/20,06:02:00,1.1237000,1.1238100,1.1235000,1.1237400,930
EURUSD,1,01/07/20,06:03:00,1.1237400,1.1238900,1.1236000,1.1237800,1022
EURUSD,1,01/07/20,06:04:00,1.1237800,1.1238200,1.1235500,1.1237500,590
EURUSD,1,01/07/20,06:05:00,1.1237000,1.1237600,1.1234500,1.1236800,795
EURUSD,1,01/07/20,06:06:00,1.1235900,1.1237300,1.1234000,1.1236000,789
EURUSD,1,01/07/20,06:07:00,1.1235000,1.1237000,1.1234000,1.1236200,899
EURUSD,1,01/07/20,06:08:00,1.1236100,1.1237100,1.1234000,1.1236900,559
EURUSD,1,01/07/20,06:09:00,1.1236100,1.1237000,1.1235000,1.1236000,340
EURUSD,1,01/07/20,06:10:00,1.1236000,1.1237200,1.1235000,1.1236600,500
EURUSD,1,01/07/20,06:11:00,1.1236600,1.1238000,1.1235000,1.1236600,583
EURUSD,1,01/07/20,06:12:00,1.1237100,1.1238000,1.1235000,1.1236100,453
EURUSD,1,01/07/20,06:13:00,1.1236600,1.1237300,1.1235000,1.1236800,623
EURUSD,1,01/07/20,06:14:00,1.1236900,1.1238300,1.1235000,1.1237400,657
EURUSD,1,01/07/20,06:15:00,1.1237800,1.1238200,1.1235000,1.1236500,593
EURUSD,1,01/07/20,06:16:00,1.1236700,1.1237800,1.1235000,1.1236500,626
EURUSD,1,01/07/20,06:17:00,1.1236700,1.1238000,1.1235000,1.1236900,690
EURUSD,1,01/07/20,06:18:00,1.1237000,1.1237500,1.1234500,1.1237300,612
EURUSD,1,01/07/20,06:19:00,1.1237200,1.1237500,1.1234000,1.1236300,731
EURUSD,1,01/07/20,06:20:00,1.1236000,1.1237100,1.1234500,1.1236100,521
EURUSD,1,01/07/20,06:21:00,1.1236600,1.1237300,1.1235000,1.1236100,545
EURUSD,1,01/07/20,06:22:00,1.1236600,1.1238000,1.1235000,1.1236300,480
EURUSD,1,01/07/20,06:23:00,1.1235900,1.1237100,1.1234000,1.1235000,686
EURUSD,1,01/07/20,06:24:00,1.1235900,1.1237000,1.1233000,1.1234300,716
EURUSD,1,01/07/20,06:25:00,1.1234000,1.1235500,1.1232500,1.1234700,643
EURUSD,1,01/07/20,06:26:00,1.1233700,1.1235000,1.1232000,1.1233800,739
EURUSD,1,01/07/20,06:27:00,1.1234000,1.1234800,1.1233000,1.1233500,555
EURUSD,1,01/07/20,06:28:00,1.1233700,1.1235000,1.1232500,1.1234200,587
EURUSD,1,01/07/20,06:29:00,1.1234500,1.1235000,1.1232000,1.1234000,411
EURUSD,1,01/07/20,06:30:00,1.1234200,1.1236000,1.1233000,1.1234000,427
EURUSD,1,01/07/20,06:31:00,1.1234000,1.1236000,1.1232500,1.1233700,611
EURUSD,1,01/07/20,06:32:00,1.1234300,1.1235400,1.1232000,1.1234700,615
EURUSD,1,01/07/20,06:33:00,1.1234300,1.1235400,1.1233000,1.1234000,502
EURUSD,1,01/07/20,06:34:00,1.1235100,1.1235700,1.1233000,1.1235100,416
EURUSD,1,01/07/20,06:35:00,1.1234700,1.1235700,1.1233500,1.1234900,262
EURUSD,1,01/07/20,06:36:00,1.1234600,1.1236400,1.1234000,1.1234500,685
EURUSD,1,01/07/20,06:37:00,1.1235300,1.1235700,1.1232500,1.1233000,673
EURUSD,1,01/07/20,06:38:00,1.1234200,1.1234300,1.1231000,1.1233300,599
EURUSD,1,01/07/20,06:39:00,1.1233000,1.1234100,1.1231000,1.1233000,942
EURUSD,1,01/07/20,06:40:00,1.1233900,1.1234000,1.1231000,1.1233400,764
EURUSD,1,01/07/20,06:41:00,1.1232500,1.1234100,1.1231000,1.1231500,1061
EURUSD,1,01/07/20,06:42:00,1.1232500,1.1233400,1.1230500,1.1232800,872
EURUSD,1,01/07/20,06:43:00,1.1231700,1.1233000,1.1230000,1.1231800,1124
EURUSD,1,01/07/20,06:44:00,1.1231800,1.1232600,1.1230000,1.1232300,606
EURUSD,1,01/07/20,06:45:00,1.1232600,1.1233000,1.1229000,1.1230600,1486
EURUSD,1,01/07/20,06:46:00,1.1231500,1.1231900,1.1228000,1.1229900,1867
EURUSD,1,01/07/20,06:47:00,1.1230100,1.1231000,1.1226000,1.1228500,1227
EURUSD,1,01/07/20,06:48:00,1.1227500,1.1230000,1.1226000,1.1228500,461
EURUSD,1,01/07/20,06:49:00,1.1228700,1.1229300,1.1227000,1.1228700,564
EURUSD,1,01/07/20,06:50:00,1.1228600,1.1228900,1.1226000,1.1228000,764
EURUSD,1,01/07/20,06:51:00,1.1227400,1.1228900,1.1225000,1.1228000,578
EURUSD,1,01/07/20,06:52:00,1.1227800,1.1229700,1.1227000,1.1228400,790
EURUSD,1,01/07/20,06:53:00,1.1229400,1.1229400,1.1227000,1.1228000,434
EURUSD,1,01/07/20,06:54:00,1.1228600,1.1228900,1.1225000,1.1226400,974
EURUSD,1,01/07/20,06:55:00,1.1227200,1.1227400,1.1225000,1.1226100,558
EURUSD,1,01/07/20,06:56:00,1.1226700,1.1227400,1.1224500,1.1226500,698
EURUSD,1,01/07/20,06:57:00,1.1226500,1.1227100,1.1223500,1.1224500,1282
EURUSD,1,01/07/20,06:58:00,1.1224000,1.1226000,1.1220000,1.1222600,2370
EURUSD,1,01/07/20,06:59:00,1.1222700,1.1225600,1.1220000,1.1224300,1620
EURUSD,1,01/07/20,07:00:00,1.1224200,1.1226500,1.1222500,1.1226200,1231
EURUSD,1,01/07/20,07:01:00,1.1225500,1.1227000,1.1224000,1.1225700,832
EURUSD,1,01/07/20,07:02:00,1.1225600,1.1227000,1.1224000,1.1225400,616
EURUSD,1,01/07/20,07:03:00,1.1226200,1.1226300,1.1224000,1.1224900,529
EURUSD,1,01/07/20,07:04:00,1.1225800,1.1226000,1.1223000,1.1224900,480
EURUSD,1,01/07/20,07:05:00,1.1224600,1.1226900,1.1224000,1.1226100,1261
EURUSD,1,01/07/20,07:06:00,1.1225100,1.1227300,1.1225000,1.1227100,1066
EURUSD,1,01/07/20,07:07:00,1.1226600,1.1227300,1.1225000,1.1226400,611
EURUSD,1,01/07/20,07:08:00,1.1226100,1.1227100,1.1224000,1.1225300,906
EURUSD,1,01/07/20,07:09:00,1.1226200,1.1227000,1.1224000,1.1226000,1014
